image_id,image_path,bbox_x,bbox_y,bbox_w,bbox_h,class_idx
1406,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0055_24076.jpg,160.0,42.0,337.0,295.0,25
1407,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0085_24152.jpg,90.0,87.0,349.0,198.0,25
1408,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0060_24082.jpg,74.0,111.0,297.0,255.0,25
1414,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0092_796215.jpg,95.0,72.0,280.0,170.0,25
1415,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0052_796216.jpg,172.0,113.0,188.0,167.0,25
1417,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0001_796219.jpg,148.0,62.0,323.0,311.0,25
1418,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0089_796220.jpg,78.0,89.0,234.0,167.0,25
1420,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0056_796222.jpg,108.0,117.0,223.0,229.0,25
1426,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,204.0,123.0,128.0,101.0,25
1428,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0032_796233.jpg,70.0,82.0,206.0,100.0,25
1429,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0011_24138.jpg,74.0,97.0,338.0,207.0,25
1436,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0002_796244.jpg,5.0,25.0,134.0,186.0,25
1438,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,62.0,10.0,100.0,113.0,25
1439,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0054_24159.jpg,216.0,62.0,105.0,200.0,25
1440,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0029_796256.jpg,49.0,34.0,169.0,121.0,25
1441,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0086_796259.jpg,116.0,77.0,220.0,223.0,25
1444,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,237.0,64.0,244.0,253.0,25
1445,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0005_24173.jpg,105.0,72.0,379.0,300.0,25
1447,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0090_24179.jpg,141.0,31.0,237.0,267.0,25
1452,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0018_24140.jpg,213.0,70.0,226.0,195.0,25
1453,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0017_24019.jpg,101.0,87.0,194.0,253.0,25
1455,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0039_24026.jpg,33.0,86.0,266.0,332.0,25
1456,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0014_24030.jpg,29.0,79.0,439.0,251.0,25
1458,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0009_24033.jpg,79.0,81.0,238.0,324.0,25
1459,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0044_24145.jpg,96.0,123.0,300.0,188.0,25
1460,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0074_24045.jpg,131.0,73.0,143.0,399.0,25
1461,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0023_24058.jpg,101.0,111.0,170.0,256.0,25
1464,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0019_24323.jpg,48.0,77.0,192.0,414.0,26
1465,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0055_24331.jpg,263.0,127.0,116.0,147.0,26
1466,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,123.0,67.0,326.0,253.0,26
1468,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0026_796847.jpg,32.0,126.0,433.0,198.0,26
1469,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0069_24351.jpg,170.0,131.0,179.0,113.0,26
1470,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0066_24358.jpg,174.0,92.0,214.0,189.0,26
1472,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0076_24363.jpg,75.0,126.0,270.0,182.0,26
1474,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0040_24379.jpg,155.0,99.0,190.0,330.0,26
1475,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0002_24380.jpg,140.0,42.0,276.0,304.0,26
1476,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0086_24386.jpg,119.0,82.0,156.0,139.0,26
1484,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0010_24439.jpg,113.0,176.0,129.0,164.0,26
1486,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0025_24444.jpg,69.0,103.0,396.0,219.0,26
1488,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0047_24210.jpg,128.0,89.0,336.0,208.0,26
1489,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0014_24214.jpg,169.0,107.0,214.0,242.0,26
1491,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0070_796832.jpg,38.0,66.0,323.0,316.0,26
1493,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0083_796834.jpg,30.0,36.0,286.0,306.0,26
1499,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0044_24239.jpg,23.0,66.0,404.0,251.0,26
1500,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0064_796848.jpg,60.0,118.0,274.0,187.0,26
1501,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0034_796849.jpg,145.0,86.0,244.0,172.0,26
1504,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0017_796853.jpg,152.0,74.0,152.0,142.0,26
1505,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0045_796856.jpg,65.0,56.0,294.0,134.0,26
1508,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0001_796860.jpg,93.0,64.0,225.0,179.0,26
1509,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0006_796864.jpg,96.0,49.0,368.0,287.0,26
1510,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0063_24259.jpg,221.0,120.0,118.0,134.0,26
1511,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0021_796870.jpg,27.0,88.0,237.0,173.0,26
1512,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0061_796874.jpg,50.0,58.0,243.0,261.0,26
1514,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0062_24271.jpg,47.0,63.0,267.0,247.0,26
1515,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0077_24273.jpg,139.0,211.0,158.0,202.0,26
1516,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0036_24274.jpg,166.0,70.0,205.0,210.0,26
1519,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0024_24281.jpg,200.0,152.0,176.0,130.0,26
1523,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0042_24578.jpg,153.0,134.0,129.0,285.0,27
1527,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0061_24601.jpg,95.0,89.0,149.0,342.0,27
1528,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0106_24617.jpg,113.0,17.0,130.0,305.0,27
1530,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0103_24632.jpg,243.0,90.0,108.0,211.0,27
1532,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,256.0,135.0,138.0,221.0,27
1533,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0127_24656.jpg,82.0,148.0,189.0,256.0,27
1535,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0053_24451.jpg,154.0,85.0,139.0,371.0,27
1537,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,164.0,117.0,167.0,233.0,27
1540,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0074_24789.jpg,177.0,90.0,140.0,258.0,27
1541,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0032_24800.jpg,189.0,73.0,155.0,267.0,27
1543,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0002_24838.jpg,111.0,58.0,152.0,350.0,27
1544,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0064_24840.jpg,80.0,59.0,218.0,321.0,27
1547,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0110_24866.jpg,107.0,135.0,164.0,290.0,27
1548,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0007_24902.jpg,108.0,60.0,242.0,378.0,27
1549,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0049_24911.jpg,144.0,86.0,139.0,377.0,27
1552,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0058_24933.jpg,125.0,104.0,116.0,270.0,27
1554,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0023_24940.jpg,185.0,61.0,150.0,393.0,27
1557,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0120_24955.jpg,145.0,26.0,214.0,468.0,27
1562,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0083_24967.jpg,17.0,40.0,395.0,238.0,27
1564,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0048_24976.jpg,127.0,55.0,112.0,398.0,27
1565,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0072_24977.jpg,88.0,26.0,171.0,454.0,27
1567,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0047_24984.jpg,185.0,146.0,257.0,241.0,27
1569,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0125_24995.jpg,131.0,166.0,141.0,242.0,27
1571,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0115_24488.jpg,74.0,97.0,193.0,402.0,27
1572,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0059_25010.jpg,142.0,40.0,140.0,204.0,27
1573,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0118_24500.jpg,60.0,28.0,190.0,430.0,27
1574,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0100_24502.jpg,164.0,93.0,193.0,121.0,27
1578,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0043_24549.jpg,153.0,84.0,210.0,401.0,27
1579,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0113_24560.jpg,55.0,86.0,188.0,397.0,27
1581,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0121_24574.jpg,161.0,71.0,181.0,372.0,27
1582,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0117_25090.jpg,88.0,55.0,275.0,218.0,28
1584,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0119_25610.jpg,33.0,71.0,415.0,413.0,28
1585,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0020_25618.jpg,132.0,130.0,342.0,198.0,28
1586,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0016_25112.jpg,73.0,40.0,346.0,283.0,28
1587,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0136_25117.jpg,180.0,78.0,317.0,168.0,28
1588,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0101_25118.jpg,116.0,75.0,319.0,269.0,28
1589,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0002_25122.jpg,82.0,26.0,307.0,415.0,28
1590,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0109_25123.jpg,2.0,50.0,373.0,313.0,28
1591,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0111_25127.jpg,45.0,112.0,372.0,302.0,28
1592,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0003_25130.jpg,29.0,136.0,329.0,168.0,28
1595,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0113_25149.jpg,6.0,18.0,318.0,321.0,28
1598,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0130_25163.jpg,0.0,99.0,373.0,359.0,28
1599,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0093_25694.jpg,12.0,53.0,399.0,268.0,28
1601,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0132_25704.jpg,156.0,70.0,329.0,183.0,28
1603,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0068_25198.jpg,165.0,39.0,157.0,236.0,28
1604,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0116_25199.jpg,60.0,118.0,267.0,130.0,28
1608,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0134_25206.jpg,75.0,32.0,418.0,354.0,28
1617,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0012_25305.jpg,133.0,71.0,244.0,218.0,28
1619,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0036_25313.jpg,73.0,87.0,312.0,246.0,28
1620,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0081_25837.jpg,51.0,39.0,380.0,264.0,28
1621,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0074_25350.jpg,28.0,29.0,441.0,267.0,28
1622,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0107_25353.jpg,76.0,101.0,325.0,162.0,28
1623,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0124_25356.jpg,109.0,35.0,377.0,276.0,28
1624,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0047_25397.jpg,15.0,60.0,437.0,258.0,28
1632,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0025_25522.jpg,62.0,98.0,251.0,192.0,28
1635,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0039_25061.jpg,65.0,76.0,433.0,203.0,28
1637,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0094_25576.jpg,213.0,56.0,146.0,205.0,28
1638,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0102_25066.jpg,101.0,52.0,347.0,276.0,28
1639,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0062_25587.jpg,75.0,53.0,333.0,276.0,28
1641,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/029.American_Crow/American_Crow_0059_25599.jpg,93.0,88.0,266.0,189.0,28
1642,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0068_25859.jpg,108.0,11.0,305.0,439.0,29
1645,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0011_25866.jpg,59.0,69.0,295.0,212.0,29
1647,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0017_26127.jpg,83.0,131.0,223.0,219.0,29
1650,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0078_26144.jpg,165.0,58.0,226.0,205.0,29
1653,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0025_25893.jpg,122.0,53.0,260.0,348.0,29
1654,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0081_25908.jpg,69.0,19.0,178.0,464.0,29
1657,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0005_25912.jpg,2.0,123.0,486.0,169.0,29
1658,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0033_25915.jpg,23.0,37.0,385.0,461.0,29
1663,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0004_25936.jpg,90.0,22.0,391.0,343.0,29
1668,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0083_25949.jpg,79.0,11.0,312.0,322.0,29
1669,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0044_25964.jpg,82.0,113.0,210.0,353.0,29
1670,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0028_25968.jpg,183.0,112.0,160.0,145.0,29
1671,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0003_25970.jpg,76.0,35.0,348.0,278.0,29
1672,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0076_25971.jpg,24.0,18.0,456.0,231.0,29
1674,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0010_25836.jpg,41.0,39.0,384.0,190.0,29
1675,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0058_25999.jpg,155.0,124.0,291.0,225.0,29
1676,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0038_26000.jpg,27.0,81.0,472.0,318.0,29
1677,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0069_26008.jpg,148.0,45.0,181.0,244.0,29
1680,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0070_25504.jpg,54.0,113.0,345.0,252.0,29
1681,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0007_26023.jpg,27.0,80.0,276.0,316.0,29
1684,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0079_26030.jpg,94.0,77.0,308.0,172.0,29
1685,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0001_26031.jpg,173.0,81.0,300.0,200.0,29
1686,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0023_26037.jpg,146.0,71.0,218.0,219.0,29
1687,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0049_26040.jpg,119.0,84.0,268.0,261.0,29
1688,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0014_26041.jpg,176.0,57.0,248.0,252.0,29
1689,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0060_26016.jpg,72.0,91.0,274.0,165.0,29
1690,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0022_26062.jpg,152.0,80.0,290.0,274.0,29
1691,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0024_26064.jpg,131.0,163.0,149.0,118.0,29
1699,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0043_25847.jpg,95.0,113.0,401.0,151.0,29
1701,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0016_25854.jpg,123.0,61.0,362.0,244.0,29
1703,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0005_26161.jpg,172.0,151.0,253.0,194.0,30
1704,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,184.0,36.0,307.0,303.0,30
1706,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,14.0,49.0,318.0,146.0,30
1707,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0047_26176.jpg,18.0,61.0,400.0,259.0,30
1709,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0079_26180.jpg,15.0,14.0,213.0,474.0,30
1711,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg,148.0,81.0,126.0,180.0,30
1714,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0096_26204.jpg,34.0,183.0,170.0,274.0,30
1716,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0081_26209.jpg,181.0,107.0,110.0,129.0,30
1717,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,107.0,85.0,209.0,406.0,30
1720,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0077_26222.jpg,14.0,101.0,254.0,376.0,30
1721,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0055_26223.jpg,28.0,94.0,313.0,350.0,30
1724,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0066_26303.jpg,107.0,29.0,211.0,345.0,30
1726,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0082_26241.jpg,172.0,61.0,160.0,189.0,30
1727,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0001_26242.jpg,119.0,44.0,121.0,331.0,30
1731,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0074_795286.jpg,81.0,139.0,203.0,341.0,30
1732,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,109.0,76.0,254.0,187.0,30
1734,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0075_795298.jpg,14.0,65.0,381.0,303.0,30
1735,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0087_795300.jpg,16.0,22.0,364.0,266.0,30
