image_id,image_path,is_train,bbox_x,bbox_y,bbox_w,bbox_h
8639,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0040_153039.jpg,0,188.0,151.0,186.0,124.0
8640,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0029_154064.jpg,0,53.0,89.0,373.0,175.0
8641,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0050_153254.jpg,1,67.0,177.0,255.0,129.0
8642,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0112_153074.jpg,1,27.0,23.0,395.0,263.0
8643,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/147.Least_Tern/Least_Tern_0038_153087.jpg,1,29.0,54.0,432.0,192.0
8644,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0109_797440.jpg,0,30.0,70.0,309.0,253.0
8645,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0061_154880.jpg,0,106.0,45.0,235.0,296.0
8646,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0099_154882.jpg,1,25.0,93.0,387.0,216.0
8647,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0077_797443.jpg,1,218.0,116.0,195.0,379.0
8648,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0069_797441.jpg,1,100.0,33.0,102.0,208.0
8649,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0035_154888.jpg,0,150.0,85.0,271.0,225.0
8650,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0022_154892.jpg,1,165.0,170.0,138.0,160.0
8651,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0050_154898.jpg,0,51.0,63.0,267.0,336.0
8652,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0101_154907.jpg,0,17.0,49.0,368.0,279.0
8653,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0074_154915.jpg,1,54.0,26.0,317.0,457.0
8654,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0021_797404.jpg,0,81.0,154.0,135.0,258.0
8655,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0044_154934.jpg,0,19.0,62.0,439.0,280.0
8656,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0054_154938.jpg,1,57.0,56.0,285.0,248.0
8657,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0096_154945.jpg,1,14.0,33.0,274.0,278.0
8658,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0072_154946.jpg,0,170.0,53.0,125.0,267.0
8659,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0004_154951.jpg,0,218.0,126.0,191.0,141.0
8660,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0100_154966.jpg,0,162.0,32.0,187.0,342.0
8661,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0046_154967.jpg,1,101.0,72.0,202.0,248.0
8662,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0024_154855.jpg,1,85.0,48.0,380.0,303.0
8663,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0076_154999.jpg,1,261.0,98.0,176.0,164.0
8664,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0079_154764.jpg,0,90.0,127.0,292.0,174.0
8665,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0051_154768.jpg,0,12.0,143.0,175.0,177.0
8666,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0064_154771.jpg,1,44.0,81.0,226.0,196.0
8667,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0047_154776.jpg,0,227.0,36.0,145.0,145.0
8668,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0068_154783.jpg,1,134.0,145.0,115.0,145.0
8669,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0005_154784.jpg,0,36.0,131.0,290.0,210.0
8670,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0042_154801.jpg,1,174.0,51.0,253.0,240.0
8671,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0039_154802.jpg,1,184.0,63.0,232.0,250.0
8672,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0053_154921.jpg,0,185.0,112.0,204.0,105.0
8673,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0060_154820.jpg,1,67.0,192.0,217.0,108.0
8674,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0043_797430.jpg,1,9.0,20.0,462.0,294.0
8675,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0085_154822.jpg,0,157.0,121.0,276.0,256.0
8676,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0027_154823.jpg,1,170.0,125.0,232.0,173.0
8677,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0018_154825.jpg,1,144.0,127.0,177.0,142.0
8678,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0082_797395.jpg,0,5.0,77.0,418.0,225.0
8679,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0094_797396.jpg,1,26.0,8.0,335.0,314.0
8680,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0092_797397.jpg,0,45.0,39.0,168.0,173.0
8681,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0058_797399.jpg,1,36.0,88.0,236.0,136.0
8682,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0017_797400.jpg,0,26.0,84.0,351.0,233.0
8683,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0025_797401.jpg,1,30.0,32.0,308.0,456.0
8684,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0104_797403.jpg,0,41.0,64.0,305.0,144.0
8685,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0070_154844.jpg,1,96.0,98.0,399.0,197.0
8686,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0037_797405.jpg,0,30.0,59.0,380.0,274.0
8687,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0011_797410.jpg,1,233.0,114.0,195.0,220.0
8688,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0012_797435.jpg,1,79.0,89.0,335.0,209.0
8689,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0001_797412.jpg,1,82.0,64.0,306.0,227.0
8690,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0003_797414.jpg,0,15.0,65.0,362.0,252.0
8691,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0014_797415.jpg,0,85.0,44.0,353.0,253.0
8692,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0030_797417.jpg,0,2.0,18.0,430.0,315.0
8693,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0102_797420.jpg,0,119.0,98.0,229.0,188.0
8694,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0062_797424.jpg,0,209.0,55.0,229.0,166.0
8695,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0015_797425.jpg,0,160.0,85.0,226.0,344.0
8696,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0067_797426.jpg,0,124.0,97.0,330.0,203.0
8697,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0110_154868.jpg,0,118.0,124.0,152.0,122.0
8698,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0071_154870.jpg,1,25.0,49.0,412.0,311.0
8699,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0010_797431.jpg,0,201.0,47.0,270.0,234.0
8700,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0090_797434.jpg,1,128.0,123.0,185.0,118.0
8701,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0036_154875.jpg,1,110.0,148.0,267.0,138.0
8702,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0105_797438.jpg,1,19.0,30.0,364.0,283.0
8703,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0066_797439.jpg,1,46.0,27.0,311.0,206.0
8704,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0034_155139.jpg,1,80.0,58.0,309.0,302.0
8705,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0061_155140.jpg,0,150.0,117.0,200.0,308.0
8706,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0054_155145.jpg,0,63.0,165.0,252.0,121.0
8707,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0069_155151.jpg,1,31.0,51.0,368.0,441.0
8708,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0030_155152.jpg,1,12.0,76.0,328.0,240.0
8709,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0046_155154.jpg,0,185.0,121.0,182.0,346.0
8710,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0033_155156.jpg,1,109.0,93.0,231.0,222.0
8711,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0021_155160.jpg,1,49.0,153.0,275.0,223.0
8712,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0057_155164.jpg,0,49.0,64.0,364.0,228.0
8713,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0015_155165.jpg,0,62.0,172.0,246.0,154.0
8714,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0119_155170.jpg,1,104.0,80.0,329.0,299.0
8715,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0005_155176.jpg,0,47.0,83.0,363.0,253.0
8716,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0045_155182.jpg,1,150.0,73.0,243.0,295.0
8717,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0112_155183.jpg,1,48.0,41.0,321.0,291.0
8718,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0105_155187.jpg,1,95.0,97.0,312.0,229.0
8719,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0084_155189.jpg,0,94.0,141.0,244.0,195.0
8720,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0127_155193.jpg,0,135.0,140.0,335.0,180.0
8721,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0126_155199.jpg,1,166.0,170.0,177.0,174.0
8722,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0080_155200.jpg,0,43.0,57.0,389.0,307.0
8723,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0042_155213.jpg,0,10.0,108.0,409.0,260.0
8724,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0019_155216.jpg,1,90.0,121.0,272.0,167.0
8725,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0009_155221.jpg,1,123.0,157.0,193.0,128.0
8726,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0020_155223.jpg,0,112.0,80.0,251.0,313.0
8727,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,0,55.0,97.0,223.0,288.0
8728,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0010_155231.jpg,1,60.0,107.0,291.0,150.0
8729,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0038_155246.jpg,0,191.0,118.0,204.0,136.0
8730,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0052_155254.jpg,1,135.0,97.0,310.0,206.0
8731,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0081_155256.jpg,1,126.0,31.0,243.0,297.0
8732,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0093_155309.jpg,1,133.0,35.0,355.0,284.0
8733,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0121_155320.jpg,1,192.0,76.0,281.0,215.0
8734,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0013_155329.jpg,1,37.0,125.0,243.0,164.0
8735,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0132_155337.jpg,0,82.0,107.0,190.0,213.0
8736,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0074_155339.jpg,1,91.0,88.0,361.0,204.0
8737,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0070_155343.jpg,0,166.0,98.0,250.0,212.0
8738,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0051_155344.jpg,1,62.0,118.0,360.0,169.0
8739,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0130_155350.jpg,0,114.0,85.0,356.0,186.0
8740,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0024_155363.jpg,0,43.0,117.0,339.0,145.0
8741,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0135_155366.jpg,0,231.0,101.0,211.0,191.0
8742,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0011_155370.jpg,0,35.0,52.0,456.0,232.0
8743,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0073_155376.jpg,0,37.0,110.0,362.0,249.0
8744,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0001_155380.jpg,1,183.0,97.0,169.0,144.0
8745,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0079_155394.jpg,1,1.0,55.0,307.0,295.0
8746,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0072_155406.jpg,1,162.0,60.0,127.0,216.0
8747,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0096_155412.jpg,0,174.0,194.0,288.0,206.0
8748,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0092_155415.jpg,0,106.0,76.0,173.0,374.0
8749,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0014_155421.jpg,0,62.0,157.0,176.0,265.0
8750,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0026_155438.jpg,1,151.0,81.0,277.0,193.0
8751,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0085_155445.jpg,1,21.0,85.0,469.0,281.0
8752,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0056_155048.jpg,0,102.0,31.0,305.0,345.0
8753,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0124_155052.jpg,0,151.0,75.0,323.0,233.0
8754,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0095_155082.jpg,1,140.0,158.0,209.0,322.0
8755,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0106_155083.jpg,1,90.0,147.0,215.0,123.0
8756,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0006_155106.jpg,1,113.0,295.0,119.0,140.0
8757,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0049_155110.jpg,0,215.0,59.0,122.0,275.0
8758,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0113_155111.jpg,0,71.0,66.0,279.0,240.0
8759,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0012_155121.jpg,1,69.0,105.0,257.0,123.0
8760,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0063_155127.jpg,0,80.0,84.0,332.0,200.0
8761,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0100_155129.jpg,1,217.0,135.0,147.0,112.0
8762,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0120_155133.jpg,0,105.0,99.0,325.0,137.0
8763,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0097_155564.jpg,0,164.0,60.0,299.0,312.0
8764,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0025_155661.jpg,1,56.0,19.0,217.0,320.0
8765,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0066_155666.jpg,1,29.0,30.0,129.0,141.0
8766,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0040_155667.jpg,1,105.0,55.0,302.0,352.0
8767,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0018_796443.jpg,1,62.0,36.0,203.0,202.0
8768,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0036_796444.jpg,0,165.0,80.0,304.0,284.0
8769,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0076_796445.jpg,1,125.0,81.0,327.0,235.0
8770,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0095_796446.jpg,1,132.0,25.0,230.0,307.0
8771,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0098_796448.jpg,0,88.0,69.0,170.0,190.0
8772,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0039_796449.jpg,1,143.0,59.0,165.0,159.0
8773,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0083_796450.jpg,1,38.0,46.0,305.0,354.0
8774,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0031_796455.jpg,1,27.0,28.0,381.0,397.0
8775,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0056_796457.jpg,0,126.0,30.0,275.0,372.0
8776,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0029_796459.jpg,0,62.0,173.0,297.0,236.0
8777,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0062_796462.jpg,0,30.0,52.0,297.0,243.0
8778,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0024_796463.jpg,0,23.0,95.0,369.0,203.0
8779,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0003_155479.jpg,0,217.0,106.0,102.0,165.0
8780,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0022_155447.jpg,0,69.0,61.0,427.0,252.0
8781,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0045_155448.jpg,1,121.0,56.0,322.0,391.0
8782,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0096_155449.jpg,1,129.0,93.0,313.0,205.0
8783,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0068_155452.jpg,0,27.0,83.0,307.0,239.0
8784,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0002_155455.jpg,0,164.0,49.0,321.0,286.0
8785,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0090_155713.jpg,0,19.0,82.0,287.0,335.0
8786,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0079_155718.jpg,1,66.0,10.0,219.0,278.0
8787,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0051_155464.jpg,1,64.0,104.0,196.0,235.0
8788,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0055_155467.jpg,0,135.0,91.0,186.0,162.0
8789,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0081_155724.jpg,0,74.0,122.0,220.0,343.0
8790,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0060_155728.jpg,1,45.0,103.0,223.0,257.0
8791,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0050_155475.jpg,0,127.0,108.0,344.0,382.0
8792,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0070_155732.jpg,1,56.0,211.0,111.0,232.0
8793,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0006_155478.jpg,0,82.0,27.0,286.0,255.0
8794,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0092_155482.jpg,1,231.0,111.0,162.0,191.0
8795,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0057_155488.jpg,0,117.0,72.0,304.0,253.0
8796,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0084_155490.jpg,0,75.0,97.0,225.0,178.0
8797,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0038_155498.jpg,0,214.0,64.0,162.0,240.0
8798,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0093_155501.jpg,1,70.0,35.0,289.0,290.0
8799,/home/lehoangvu/Project_AIDE1/data/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0033_155511.jpg,1,1.0,47.0,404.0,405.0
